DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
36,82000.0,Meadowlands,shadowmere,886.0,6040.0,sqft
37,209200.0,GnomeBurough,crystalhollow,1033.0,8940.0,sqft
38,104500.0,GnomeBurough,wolfsbane,1003.0,2665.0,sqft
39,243500.0,Meadowlands,nighthaven,1919.0,10791.0,sqft
40,97500.0,Meadowlands,dragonspire,1121.0,17503.0,sqft
41,239500.0,Meadowlands,riverbend,1333.0,8013.0,sqft
42,153000.0,Meadowlands,dragonspire,864.0,10152.0,sqft
43,140000.0,Meadowlands,sunspire,697.0,16269.0,sqft
44,318750.0,Meadowlands,mossheart,1303.0,14694.0,sqft
45,148000.0,GnomeBurough,shadowmere,824.0,3675.0,sqft
46,210000.0,Meadowlands,nighthaven,1594.0,13175.0,sqft
47,108000.0,GnomeBurough,stormwatch,1283.0,7425.0,sqft
48,441929.0,Meadowlands,riverbend,1718.0,14082.0,sqft
49,188000.0,Meadowlands,duskwood,1275.0,8000.0,sqft
51,59000.0,Meadowlands,petalbridge,460.0,5400.0,sqft
52,150000.0,Meadowlands,stormhold,1993.0,10890.0,sqft
53,169000.0,Meadowlands,stormhold,1882.0,9638.0,sqft
54,260400.0,Meadowlands,glimmerwood,1323.0,10593.0,sqft
55,172000.0,Meadowlands,dragonspire,1269.0,10090.0,sqft
56,370967.0,Meadowlands,silverglen,1384.0,8232.0,sqft
58,119500.0,Meadowlands,dragonspire,730.0,906.547474,sqft
59,556581.0,Meadowlands,riverbend,2206.0,16056.0,sqft
60,148000.0,Meadowlands,dragonspire,903.0,7635.0,sqft
61,100000.0,Meadowlands,stormhold,1070.0,9900.0,sqft
63,186500.0,Meadowlands,duskwood,1378.0,10261.0,sqft
64,133000.0,Meadowlands,dragonspire,1213.0,9490.0,sqft
65,171500.0,Meadowlands,shadowmere,1083.0,7023.0,sqft
66,176000.0,Meadowlands,nighthaven,1521.0,9900.0,sqft
67,202000.0,Meadowlands,duskwood,1366.0,9783.0,sqft
69,250000.0,Meadowlands,thornfield,1582.0,11500.0,sqft
70,83500.0,GnomeBurough,wolfsbane,839.0,1974.0,sqft
71,199500.0,Meadowlands,duskwood,1018.0,18494.0,sqft
72,115000.0,ArcaneMarket,mystvale,1073.0,836.127,sqft
73,157500.0,Meadowlands,sunspire,1067.0,8340.0,sqft
74,163000.0,Meadowlands,sunspire,1198.0,14330.0,sqft
75,149900.0,Meadowlands,sunspire,687.0,9800.0,sqft
76,145000.0,GnomeBurough,shadowmere,824.0,3675.0,sqft
77,274300.0,Meadowlands,sunspire,1613.0,9750.0,sqft
78,290000.0,Meadowlands,glimmerwood,1943.0,10120.0,sqft
79,192100.0,Meadowlands,dragonspire,1423.0,11727.0,sqft
80,137500.0,Meadowlands,thornfield,907.0,11600.0,sqft
82,135000.0,GnomeBurough,petalbridge,903.0,9000.0,sqft
83,142953.0,Meadowlands,brightforge,1723.0,7018.0,sqft
84,137500.0,Meadowlands,ravenstone,1033.0,14375.0,sqft
85,12789.0,GnomeBurough,petalbridge,639.0,9656.0,sqft
86,196500.0,Meadowlands,nighthaven,1318.0,10421.0,sqft
87,140000.0,Meadowlands,dragonspire,856.0,9900.0,sqft
88,223000.0,AetherIsles,wyverncliff,1376.0,10646.0,sqft
89,113700.0,GnomeBurough,starfall,936.0,2058.0,sqft
90,177439.0,Meadowlands,sunspire,1043.0,10616.0,sqft
91,277000.0,Meadowlands,windwhisper,1649.0,159000.0,sqft
92,147000.0,Meadowlands,dragonspire,701.0,8872.0,sqft
93,169000.0,Meadowlands,crystalhollow,972.0,15300.0,sqft
95,98000.0,Meadowlands,shadowmere,1176.0,8405.0,sqft
96,390000.0,Meadowlands,silverglen,2113.0,13418.0,sqft
97,139400.0,GnomeBurough,mystvale,852.0,7449.0,sqft
99,552000.0,Meadowlands,silverglen,1916.0,14836.0,sqft
100,200000.0,Meadowlands,sunspire,1307.0,9135.0,sqft
101,124500.0,Meadowlands,dragonspire,800.0,9600.0,sqft
102,755000.0,Meadowlands,glimmerwood,3319.0,21535.0,sqft
103,108000.0,Meadowlands,emberfall,516.0,10200.0,sqft
104,297000.0,Meadowlands,sunspire,1321.0,10637.0,sqft
105,123000.0,Meadowlands,dragonspire,692.0,7838.0,sqft
106,183000.0,Meadowlands,dragonspire,1363.0,10800.0,sqft
107,162000.0,Meadowlands,nighthaven,1073.0,12936.0,sqft
108,221000.0,AetherIsles,wyverncliff,1206.0,7180.0,sqft
109,97500.0,Meadowlands,dragonspire,672.0,7200.0,sqft
110,168000.0,Meadowlands,duskwood,1209.0,10364.0,sqft
111,110000.0,GnomeBurough,mystvale,851.0,9140.0,sqft
112,110000.0,Meadowlands,shadowmere,836.0,8308.0,sqft
113,138000.0,Meadowlands,thornfield,1233.0,9650.0,sqft
114,183200.0,Meadowlands,duskwood,1160.0,7861.0,sqft
115,404000.0,Meadowlands,silverglen,1553.0,12350.0,sqft
116,146000.0,Meadowlands,dragonspire,923.0,9230.0,sqft
117,185000.0,Meadowlands,duskwood,1264.0,9649.0,sqft
118,154400.0,Meadowlands,shadowmere,1260.0,9350.0,sqft
119,136300.0,Meadowlands,dragonspire,1365.0,10600.0,sqft
120,284000.0,Meadowlands,silverglen,1253.0,10655.0,sqft
121,99500.0,GnomeBurough,mystvale,1011.0,4330.0,sqft
122,98500.0,Meadowlands,shadowmere,919.0,8741.0,sqft
123,153000.0,Meadowlands,dragonspire,1169.0,9600.0,sqft
124,107000.0,Meadowlands,shadowmere,1283.0,8707.0,sqft
125,297900.0,Meadowlands,wyverncliff,1441.0,9428.0,sqft
126,179200.0,Meadowlands,brightforge,995.0,7153.0,sqft
128,86000.0,GnomeBurough,wolfsbane,484.0,1526.0,sqft
129,105000.0,Meadowlands,shadowmere,967.0,9060.0,sqft
130,285000.0,Meadowlands,glimmerwood,1711.0,11134.0,sqft
131,212000.0,Meadowlands,riverbend,1155.0,6820.0,sqft
132,274725.0,Meadowlands,duskwood,1554.0,23257.0,sqft
134,198000.0,Meadowlands,thornfield,1490.0,11700.0,sqft
135,138500.0,Meadowlands,dragonspire,698.0,12172.0,sqft
136,164990.0,Meadowlands,sunspire,1007.0,8767.0,sqft
138,153337.0,Meadowlands,brightforge,941.0,7018.0,sqft
139,171000.0,Meadowlands,brightforge,1203.0,8400.0,sqft
140,183600.0,Meadowlands,sunspire,929.0,7488.0,sqft
141,189000.0,Meadowlands,duskwood,1252.0,8400.0,sqft
142,392000.0,Meadowlands,ravenstone,1403.0,12633.0,sqft
143,181755.0,Meadowlands,duskwood,1150.0,15810.0,sqft
144,188000.0,Meadowlands,verdantia,796.0,3640.0,sqft
145,284000.0,Meadowlands,silverglen,1573.0,10625.0,sqft
146,207000.0,Meadowlands,sunspire,1069.0,8810.0,sqft
147,178900.0,Meadowlands,nighthaven,1443.0,8000.0,sqft
148,129850.0,GnomeBurough,mystvale,1231.0,7288.0,sqft
149,196500.0,Meadowlands,sunspire,1323.0,11645.0,sqft
150,372000.0,Meadowlands,silverglen,1386.0,13615.0,sqft
151,181316.0,Meadowlands,duskwood,1166.0,8803.0,sqft
152,131000.0,Meadowlands,dragonspire,775.0,6860.0,sqft
153,336820.0,Meadowlands,wyverncliff,1284.0,15218.0,sqft
154,250000.0,Meadowlands,silverglen,1406.0,10732.0,sqft
155,135500.0,GnomeBurough,petalbridge,738.0,6000.0,sqft
156,139500.0,Meadowlands,stormhold,1145.0,9900.0,sqft
157,356000.0,Meadowlands,silverglen,1396.0,12469.0,sqft
158,112000.0,Meadowlands,shadowmere,1035.0,11767.0,sqft
159,165000.0,Meadowlands,emberfall,784.0,14149.0,sqft
160,255900.0,Meadowlands,sunspire,1761.0,11250.0,sqft
161,137900.0,Meadowlands,dragonspire,1643.0,10680.0,sqft
162,194000.0,Meadowlands,thornfield,1320.0,12400.0,sqft
163,164000.0,Meadowlands,duskwood,1347.0,12134.0,sqft
164,145000.0,Meadowlands,dragonspire,723.0,8604.0,sqft
165,238500.0,AetherIsles,wyverncliff,1113.0,7500.0,sqft
166,230000.0,Meadowlands,sunspire,1272.0,8125.0,sqft
167,64000.0,Meadowlands,shadowmere,861.0,11792.0,sqft
168,160500.0,Meadowlands,emberfall,799.0,7176.0,sqft
169,118900.0,Meadowlands,dragonspire,563.0,7200.0,sqft
170,168000.0,Meadowlands,emberfall,1105.0,14175.0,sqft
171,111250.0,Meadowlands,dragonspire,664.0,12735.0,sqft
172,335000.0,Meadowlands,silverglen,1679.0,11308.0,sqft
173,212000.0,Meadowlands,sunspire,1359.0,10769.0,sqft
174,104000.0,Meadowlands,thornfield,839.0,7801.0,sqft
175,226750.0,Meadowlands,duskwood,1455.0,8220.0,sqft
176,128000.0,Meadowlands,brightforge,973.0,8012.0,sqft
177,260000.0,Meadowlands,shadowmere,1167.0,19550.0,sqft
178,197500.0,Meadowlands,nighthaven,1436.0,10304.0,sqft
179,174000.0,Meadowlands,ravenstone,953.0,10331.0,sqft
181,88000.0,Meadowlands,dragonspire,659.0,8125.0,sqft
182,201800.0,Meadowlands,dragonspire,1399.0,13700.0,sqft
183,274900.0,Meadowlands,silverglen,1317.0,9591.0,sqft
184,127500.0,Meadowlands,shadowmere,778.0,7840.0,sqft
185,167900.0,Meadowlands,nighthaven,858.0,10140.0,sqft
186,146000.0,Meadowlands,sunspire,761.0,8428.0,sqft
187,135000.0,Meadowlands,stormhold,1523.0,7804.0,sqft
188,228000.0,Meadowlands,brightforge,1613.0,11228.0,sqft
189,109900.0,Meadowlands,emberfall,695.0,7162.0,sqft
190,147000.0,Meadowlands,cloudrest,1190.0,2364.0,sqft
191,200000.0,Meadowlands,dragonspire,1270.0,22002.0,sqft
192,227000.0,Meadowlands,nighthaven,1280.0,8400.0,sqft
193,107000.0,GnomeBurough,petalbridge,1021.0,9906.0,sqft
194,52500.0,GnomeBurough,petalbridge,533.0,4118.0,sqft
195,145000.0,CitadelQuarter,thornfield,1506.0,7136.0,sqft
196,147000.0,Meadowlands,sunspire,789.0,10970.0,sqft
197,260000.0,Meadowlands,brightforge,2164.0,9771.0,sqft
198,207500.0,Meadowlands,riverbend,1607.0,5062.0,sqft
199,195500.0,Meadowlands,duskwood,1226.0,10125.0,sqft
200,112000.0,Meadowlands,shadowmere,738.0,8926.0,sqft
201,176000.0,Meadowlands,nighthaven,1137.0,12090.0,sqft
202,275000.0,Meadowlands,wyverncliff,1304.0,11194.0,sqft
203,170000.0,Meadowlands,nighthaven,902.0,10625.0,sqft
204,127500.0,Meadowlands,shadowmere,753.0,9400.0,sqft
205,213750.0,Meadowlands,verdantia,996.0,3840.0,sqft
206,159000.0,Meadowlands,dragonspire,1333.0,9786.0,sqft
207,500000.0,Meadowlands,silverglen,2073.0,14300.0,sqft
208,212500.0,Meadowlands,silverglen,1044.0,10307.0,sqft
209,260000.0,Meadowlands,glimmerwood,1859.0,16059.0,sqft
211,127500.0,GnomeBurough,petalbridge,1237.0,4347.0,sqft
212,188000.0,Meadowlands,sunspire,1326.0,8924.0,sqft
213,116900.0,GnomeBurough,petalbridge,854.0,5700.0,sqft
214,246578.0,Meadowlands,dreamweaver,1153.0,4045.0,sqft
215,430000.0,Meadowlands,glimmerwood,2483.0,12692.0,sqft
216,194500.0,Meadowlands,sunspire,947.0,7314.0,sqft
217,260000.0,Meadowlands,glimmerwood,2035.0,9900.0,sqft
218,167000.0,Meadowlands,dragonspire,1568.0,21299.0,sqft
219,116500.0,GnomeBurough,oakenshade,793.0,1879.0,sqft
220,248328.0,Meadowlands,wyverncliff,1299.0,9849.0,sqft
221,185000.0,AetherIsles,wyverncliff,970.0,7200.0,sqft
222,180000.0,AetherIsles,wyverncliff,1163.0,2998.0,sqft
223,133000.0,GnomeBurough,sunspire,652.0,4435.0,sqft
224,181000.0,CitadelQuarter,dragonspire,1028.0,4060.0,sqft
225,350000.0,Meadowlands,glimmerwood,1625.0,10437.0,sqft
226,376162.0,Meadowlands,silverglen,1795.0,12858.0,sqft
227,184900.0,GnomeBurough,petalbridge,1363.0,10337.0,sqft
229,109900.0,GnomeBurough,mystvale,919.0,4800.0,sqft
230,103400.0,GnomeBurough,starfall,759.0,1680.0,sqft
231,139000.0,Meadowlands,dragonspire,732.0,7350.0,sqft
232,82500.0,Meadowlands,shadowmere,662.0,12342.0,sqft
233,475000.0,GnomeBurough,petalbridge,2775.0,22950.0,sqft
235,171500.0,Meadowlands,brightforge,1330.0,7703.0,sqft
236,110000.0,GnomeBurough,petalbridge,946.0,10440.0,sqft
237,87500.0,GnomeBurough,petalbridge,1161.0,9600.0,sqft
238,190000.0,Meadowlands,nighthaven,1210.0,18800.0,sqft
239,138800.0,Meadowlands,dragonspire,843.0,15870.0,sqft
240,129500.0,Meadowlands,emberfall,759.0,9100.0,sqft
241,268500.0,Meadowlands,sunspire,1703.0,10566.0,sqft
242,255000.0,Meadowlands,nighthaven,1596.0,10530.0,sqft
243,168000.0,Meadowlands,stormhold,1095.0,7290.0,sqft
244,183850.0,Meadowlands,shadowmere,3919.0,39290.0,sqft
245,135000.0,Meadowlands,thornfield,1123.0,7155.0,sqft
246,149500.0,AetherIsles,wyverncliff,923.0,2544.0,sqft
248,258000.0,Meadowlands,duskwood,1825.0,11631.0,sqft
249,301000.0,AetherIsles,wyverncliff,1575.0,8010.0,sqft
250,240000.0,Meadowlands,windwhisper,1502.0,53107.0,sqft
251,130000.0,Meadowlands,dragonspire,664.0,7130.0,sqft
252,178000.0,Meadowlands,duskwood,1087.0,9056.0,sqft
253,88750.0,Meadowlands,emberfall,541.0,4280.0,sqft
254,152000.0,Meadowlands,nighthaven,1246.0,10793.0,sqft
255,135000.0,Meadowlands,emberfall,950.0,6993.0,sqft
256,168500.0,Meadowlands,dragonspire,1038.0,9020.0,sqft
257,226000.0,AetherIsles,wyverncliff,1483.0,7050.0,sqft
258,143000.0,Meadowlands,dragonspire,807.0,8510.0,sqft
259,79000.0,CitadelQuarter,shadowmere,595.0,4270.0,sqft
260,137900.0,Meadowlands,cloudrest,1119.0,2349.0,sqft
261,124000.0,Meadowlands,shadowmere,1238.0,18600.0,sqft
262,164500.0,Meadowlands,emberfall,1015.0,11777.0,sqft
263,155000.0,Meadowlands,cloudrest,1190.0,2308.0,sqft
264,213000.0,Meadowlands,brightforge,1365.0,9317.0,sqft
265,137900.0,Meadowlands,emberfall,686.0,7800.0,sqft
266,138000.0,Meadowlands,dragonspire,1464.0,7200.0,sqft
267,132000.0,Meadowlands,emberfall,718.0,10366.0,sqft
268,122000.0,GnomeBurough,petalbridge,1453.0,10120.0,sqft
269,148400.0,Meadowlands,windwhisper,1307.0,1700.0,sqft
270,215000.0,Meadowlands,dreamweaver,1119.0,3196.0,sqft
271,193000.0,Meadowlands,sunspire,1376.0,9179.0,sqft
272,316500.0,Meadowlands,ravenstone,1262.0,14463.0,sqft
273,205000.0,Meadowlands,sunspire,1185.0,13704.0,sqft
274,294000.0,Meadowlands,ravenstone,1182.0,11563.0,sqft
275,139400.0,Meadowlands,dragonspire,812.0,9250.0,sqft
276,236500.0,Meadowlands,riverbend,1243.0,5389.0,sqft
277,91900.0,Meadowlands,shadowmere,603.0,6931.0,sqft
278,150900.0,Meadowlands,crystalhollow,1329.0,12640.0,sqft
279,135000.0,Meadowlands,emberfall,977.0,21286.0,sqft
280,208000.0,Meadowlands,thornfield,1524.0,13607.0,sqft
281,285000.0,Meadowlands,sunspire,1283.0,11248.0,sqft
282,198900.0,Meadowlands,sunspire,943.0,10402.0,sqft
283,102900.0,Meadowlands,dragonspire,930.0,9533.0,sqft
284,177000.0,CitadelQuarter,dragonspire,1028.0,10943.0,sqft
285,174850.0,Meadowlands,dragonspire,1323.0,9736.0,sqft
287,134500.0,Meadowlands,crystalhollow,649.0,6600.0,sqft
288,153900.0,Meadowlands,brightforge,922.0,7892.0,sqft
289,158000.0,Meadowlands,emberfall,891.0,11553.0,sqft
290,230000.0,Meadowlands,sunspire,1380.0,9742.0,sqft
291,160000.0,Meadowlands,dragonspire,962.0,8800.0,sqft
292,118000.0,Meadowlands,shadowmere,536.0,9405.0,sqft
293,108000.0,Meadowlands,shadowmere,993.0,5142.0,sqft
294,184500.0,Meadowlands,silverglen,1004.0,5122.0,sqft
295,217000.0,Meadowlands,sunspire,1348.0,12352.0,sqft
296,149000.0,Meadowlands,stormwatch,1101.0,6615.0,sqft
298,110000.0,Meadowlands,dragonspire,686.0,9477.0,sqft
299,226700.0,AetherIsles,wyverncliff,1359.0,9803.0,sqft
300,72000.0,GnomeBurough,mystvale,516.0,8534.0,sqft
301,192140.0,Meadowlands,duskwood,1413.0,21930.0,sqft
302,168500.0,Meadowlands,duskwood,1133.0,8530.0,sqft
303,261329.0,AetherIsles,wyverncliff,1218.0,10440.0,sqft
305,133500.0,Meadowlands,dragonspire,773.0,11050.0,sqft
306,177000.0,AetherIsles,wyverncliff,1173.0,2117.0,sqft
307,249700.0,AetherIsles,wyverncliff,1273.0,11096.0,sqft
308,93369.0,ArcaneMarket,stormhold,1449.0,6449.0,sqft
309,610000.0,Meadowlands,silverglen,2056.0,13693.0,sqft
310,159000.0,Meadowlands,dragonspire,1072.0,9500.0,sqft
311,181900.0,Meadowlands,nighthaven,969.0,10825.0,sqft
312,155000.0,GnomeBurough,petalbridge,1618.0,6300.0,sqft
313,105000.0,GnomeBurough,wolfsbane,759.0,1974.0,sqft
314,158000.0,Meadowlands,emberfall,2041.0,16779.0,sqft
315,132500.0,Meadowlands,dragonspire,915.0,7728.0,sqft
316,114000.0,Meadowlands,shadowmere,998.0,11200.0,sqft
317,139000.0,Meadowlands,emberfall,862.0,8816.0,sqft
318,150000.0,GnomeBurough,stormwatch,1545.0,6240.0,sqft
319,174000.0,Meadowlands,duskwood,1139.0,8125.0,sqft
320,83000.0,GnomeBurough,starfall,759.0,1953.0,sqft
321,145000.0,Meadowlands,crystalhollow,1279.0,8385.0,sqft
323,113500.0,Meadowlands,emberfall,809.0,11625.0,sqft
324,151000.0,Meadowlands,emberfall,932.0,8471.0,sqft
325,108000.0,Meadowlands,shadowmere,866.0,8777.0,sqft
326,97000.0,GnomeBurough,petalbridge,678.0,12702.0,sqft
327,110000.0,Meadowlands,shadowmere,906.0,8240.0,sqft
328,184000.0,Meadowlands,nighthaven,1313.0,11088.0,sqft
329,150909.0,GnomeBurough,mystvale,1406.0,9060.0,sqft
331,123000.0,Meadowlands,sunspire,687.0,7200.0,sqft
332,109500.0,GnomeBurough,petalbridge,719.0,4485.0,sqft
333,133500.0,Meadowlands,sunspire,664.0,15523.0,sqft
334,177000.0,Meadowlands,thornfield,1292.0,15576.0,sqft
335,377426.0,Meadowlands,riverbend,1478.0,14157.0,sqft
336,203135.0,Meadowlands,thornfield,1270.0,19645.0,sqft
337,128500.0,GnomeBurough,petalbridge,1063.0,12358.0,sqft
338,215700.0,Meadowlands,sunspire,1362.0,13142.0,sqft
339,165000.0,Meadowlands,duskwood,1130.0,8139.0,sqft
340,157500.0,Meadowlands,dragonspire,787.0,10533.0,sqft
341,111500.0,GnomeBurough,petalbridge,649.0,5633.0,sqft
342,130000.0,GnomeBurough,shadowmere,1313.0,3363.0,sqft
343,80000.0,Meadowlands,petalbridge,1353.0,10818.0,sqft
344,162000.0,Meadowlands,brightforge,816.0,10778.0,sqft
345,115000.0,GnomeBurough,stormwatch,765.0,6120.0,sqft
346,185000.0,Meadowlands,duskwood,1487.0,11900.0,sqft
347,372500.0,Meadowlands,riverbend,1573.0,11844.0,sqft
348,130000.0,Meadowlands,dragonspire,1046.0,7134.0,sqft
349,280000.0,Meadowlands,silverglen,1412.0,11362.0,sqft
350,294900.0,Meadowlands,sunspire,1223.0,11645.0,sqft
352,146000.0,Meadowlands,dragonspire,1403.0,12436.0,sqft
353,79500.0,GnomeBurough,wolfsbane,839.0,1526.0,sqft
354,71000.0,GnomeBurough,wolfsbane,839.0,1894.0,sqft
355,190000.0,AetherIsles,wyverncliff,1292.0,3515.0,sqft
356,84500.0,Meadowlands,crystalhollow,876.0,17217.0,sqft
357,745000.0,Meadowlands,glimmerwood,3443.0,15623.0,sqft
358,135000.0,Meadowlands,dragonspire,818.0,10950.0,sqft
359,156820.0,Meadowlands,dreamweaver,878.0,3010.0,sqft
360,76000.0,CitadelQuarter,brightforge,603.0,9000.0,sqft
361,107500.0,Meadowlands,shadowmere,1036.0,7000.0,sqft
362,141000.0,Meadowlands,dragonspire,1384.0,8000.0,sqft
363,140000.0,Meadowlands,nighthaven,895.0,9600.0,sqft
364,139900.0,Meadowlands,dragonspire,1093.0,12342.0,sqft
365,180000.0,Meadowlands,nighthaven,1171.0,11361.0,sqft
366,128600.0,Meadowlands,dragonspire,1199.0,8078.0,sqft
367,241500.0,Meadowlands,nighthaven,1439.0,10400.0,sqft
368,108959.0,Meadowlands,emberfall,967.0,12900.0,sqft
369,87500.0,Meadowlands,dragonspire,799.0,8544.0,sqft
371,64000.0,GnomeBurough,petalbridge,516.0,4800.0,sqft
372,134000.0,GnomeBurough,wolfsbane,878.0,4224.0,sqft
373,135960.0,Meadowlands,dragonspire,725.0,7032.0,sqft
374,128500.0,Meadowlands,cloudrest,643.0,2104.0,sqft
375,183900.0,AetherIsles,wyverncliff,1116.0,3735.0,sqft
376,241600.0,Meadowlands,mossheart,1338.0,15417.0,sqft
377,127000.0,Meadowlands,sunspire,664.0,7200.0,sqft
378,383000.0,Meadowlands,silverglen,1499.0,14418.0,sqft
379,344133.0,Meadowlands,silverglen,1733.0,12867.0,sqft
380,193000.0,Meadowlands,brightforge,1243.0,8012.0,sqft
381,124900.0,Meadowlands,sunspire,599.0,7200.0,sqft
382,127000.0,Meadowlands,emberfall,799.0,6897.0,sqft
383,162500.0,Meadowlands,stormwatch,1319.0,9144.0,sqft
384,175000.0,Meadowlands,emberfall,1126.0,12886.0,sqft
385,183500.0,Meadowlands,duskwood,1173.0,8238.0,sqft
386,204500.0,AetherIsles,wyverncliff,936.0,9215.0,sqft
387,149900.0,Meadowlands,sunspire,757.0,8385.0,sqft
388,132000.0,GnomeBurough,stormwatch,1117.0,6360.0,sqft
389,119600.0,ArcaneMarket,mystvale,1531.0,8250.0,sqft
390,287500.0,Meadowlands,glimmerwood,1689.0,10010.0,sqft
391,118964.0,Meadowlands,brightforge,1180.0,7018.0,sqft
392,147500.0,Meadowlands,thornfield,947.0,8574.0,sqft
393,306000.0,Meadowlands,nighthaven,1799.0,14311.0,sqft
394,170000.0,Meadowlands,emberfall,1368.0,17920.0,sqft
395,163500.0,Meadowlands,dragonspire,1274.0,12155.0,sqft
397,206000.0,Meadowlands,verdantia,943.0,3880.0,sqft
398,224243.0,Meadowlands,brightforge,1115.0,7328.0,sqft
400,244600.0,Meadowlands,wyverncliff,1129.0,9612.0,sqft
401,143000.0,GnomeBurough,sunspire,652.0,4426.0,sqft
402,127500.0,Meadowlands,shadowmere,1042.0,10106.0,sqft
403,248500.0,Meadowlands,brightforge,1331.0,9370.0,sqft
404,207000.0,Meadowlands,sunspire,1125.0,14753.0,sqft
405,93000.0,Meadowlands,shadowmere,864.0,8335.0,sqft
406,372397.0,Meadowlands,silverglen,1378.0,13758.0,sqft
407,235000.0,Meadowlands,nighthaven,1740.0,16659.0,sqft
408,232000.0,Meadowlands,wyverncliff,1210.0,11957.0,sqft
409,213000.0,Meadowlands,crystalhollow,1399.0,11050.0,sqft
410,58500.0,Meadowlands,shadowmere,664.0,8212.0,sqft
411,188000.0,Meadowlands,duskwood,1323.0,8010.0,sqft
412,193000.0,Meadowlands,thornfield,1200.0,13339.0,sqft
413,124100.0,Meadowlands,emberfall,784.0,9316.0,sqft
414,128500.0,GnomeBurough,stormwatch,1239.0,5830.0,sqft
415,124500.0,Meadowlands,crystalhollow,682.0,10447.0,sqft
416,122500.0,GnomeBurough,starfall,1049.0,1920.0,sqft
417,185000.0,Meadowlands,dragonspire,1107.0,9840.0,sqft
418,139000.0,Meadowlands,thornfield,961.0,5362.0,sqft
419,127500.0,Meadowlands,shadowmere,1299.0,9855.0,sqft
420,172500.0,Meadowlands,dreamweaver,967.0,3922.0,sqft
421,173500.0,Meadowlands,crystalhollow,1099.0,10114.0,sqft
422,140000.0,GnomeBurough,petalbridge,719.0,7200.0,sqft
423,119900.0,Meadowlands,emberfall,667.0,8425.0,sqft
424,127500.0,Meadowlands,dragonspire,664.0,9100.0,sqft
425,129200.0,Meadowlands,emberfall,723.0,8789.0,sqft
426,136000.0,GnomeBurough,mystvale,1181.0,10266.0,sqft
427,144000.0,Meadowlands,sunspire,845.0,9525.0,sqft
428,110000.0,GnomeBurough,petalbridge,987.0,3500.0,sqft
429,418000.0,Meadowlands,silverglen,2121.0,13654.0,sqft
430,162000.0,Meadowlands,dragonspire,1027.0,9610.0,sqft
431,145000.0,Meadowlands,nighthaven,967.0,11040.0,sqft
432,394432.0,Meadowlands,riverbend,1427.0,11394.0,sqft
433,279900.0,Meadowlands,ravenstone,1912.0,11800.0,sqft
434,177500.0,Meadowlands,sunspire,923.0,11249.0,sqft
435,158000.0,Meadowlands,dragonspire,1001.0,9350.0,sqft
436,135000.0,GnomeBurough,petalbridge,1283.0,9600.0,sqft
437,183500.0,Meadowlands,duskwood,1323.0,8244.0,sqft
438,212500.0,Meadowlands,nighthaven,1454.0,18837.0,sqft
439,136000.0,Meadowlands,emberfall,1409.0,10773.0,sqft
440,118000.0,GnomeBurough,starfall,759.0,1680.0,sqft
441,163000.0,Meadowlands,emberfall,1107.0,11227.0,sqft
442,140000.0,Meadowlands,dragonspire,1047.0,9450.0,sqft
